Child,Age,N.child,H.child,H.child.S,H.child.I,Schild,N.mother,H.mother,H.mother.S,H.mother.I,Smother
anne,751,2070,4.93223468,4.716135821,0.216098859,1.85483871,6491,5.535603544,5.030405402,0.505198142,3.879856545
anne,754,2011,4.921741761,4.683864007,0.237877753,1.811711712,6300,5.535185619,5.014578702,0.520606918,3.792895846
anne,761,1927,4.892803576,4.643989079,0.248814497,1.805998126,6917,5.509366422,4.994319672,0.51504675,3.862088219
anne,764,1746,4.907724767,4.653263525,0.254461242,1.895765472,7082,5.543065458,5.019973453,0.523092005,4.086555107
anne,773,1987,4.986647321,4.703295921,0.2833514,2.056935818,7676,5.517498359,4.975512998,0.541985361,4.033631109
anne,777,2238,4.955512083,4.709856347,0.245655736,2.13957935,7155,5.482000079,4.950825642,0.531174436,3.693856479
anne,780,2484,4.853122209,4.587066424,0.266055785,2.186619718,6830,5.418450413,4.881728171,0.536722242,3.562858633
anne,781,2140,4.788271684,4.541530731,0.246740954,2.208462332,6534,5.503204341,4.985171341,0.518033,3.670786517
anne,788,2025,4.816298695,4.545756664,0.270542031,2.191558442,6673,5.479795193,4.957914578,0.521880615,3.906908665
anne,795,1874,4.894851336,4.619618407,0.275232929,2.196951934,6804,5.493290301,4.981978923,0.511311378,3.765356945
anne,800,2215,4.892615351,4.62094189,0.271673461,2.297717842,6639,5.398922307,4.883144104,0.515778203,3.81990794
anne,801,2242,4.893476846,4.628272358,0.265204487,2.426406926,6388,5.385568793,4.888168928,0.497399865,3.843561974
anne,808,2441,5.064342538,4.773918062,0.290424476,2.556020942,6047,5.400404393,4.882918121,0.517486272,3.891248391
anne,814,2187,5.019171749,4.704044612,0.315127137,2.516685846,5498,5.360325917,4.860696835,0.499629082,3.791724138
anne,828,2336,5.068519624,4.720163719,0.348355905,2.550218341,5747,5.475176867,4.916181975,0.558994892,3.80344143
anne,834,2226,4.965884729,4.653898854,0.311985875,2.495515695,6228,5.484209905,4.951875655,0.53233425,3.939278937
anne,842,2522,5.036347872,4.720684175,0.315663697,2.516966068,6522,5.509206412,4.977438194,0.531768218,3.969567864
anne,845,2350,5.236508929,4.929305649,0.30720328,2.395514781,6545,5.518119422,5.003072845,0.515046577,3.912133891
anne,848,2467,5.319426246,4.994483122,0.324943124,2.297020484,6749,5.554166247,5.024896546,0.529269701,3.755703951
anne,849,2303,5.379840625,5.078471021,0.301369604,2.262278978,6787,5.607589991,5.071568094,0.536021897,3.71890411
anne,854,2357,5.246907118,4.920757607,0.326149512,2.249045802,6615,5.573978464,5.046147697,0.527830767,3.668885191
anne,857,2122,5.122519274,4.83229894,0.290220334,2.262260128,5639,5.52041143,4.995536396,0.524875034,3.668835394
anne,862,2602,5.075480761,4.748501067,0.326979693,2.294532628,5456,5.490566797,4.93578189,0.554784907,3.570680628
anne,863,2786,5.02463234,4.732051074,0.292581267,2.379163108,4786,5.485413084,4.957351512,0.528061572,3.501097293
anne,869,3178,4.984518337,4.65847342,0.326044917,2.438986953,4896,5.477733701,4.931110661,0.54662304,3.443037975
anne,875,2816,5.018596684,4.733909223,0.284687461,2.433880726,4695,5.515378198,4.987969416,0.527408782,3.485523385
anne,882,2690,4.968210926,4.677129492,0.291081434,2.322970639,5513,5.52159658,4.985328288,0.536268292,3.591530945
anne,883,2755,5.025595934,4.696461098,0.329134836,2.307370184,5261,5.556061458,5.017081882,0.538979576,3.658553547
anne,888,2502,4.941936324,4.577744769,0.364191555,2.32096475,5853,5.51638494,4.977617562,0.538767378,3.781007752
anne,895,2332,5.015998708,4.652688699,0.363310009,2.411582213,5540,5.497775503,4.960089954,0.537685549,3.833910035
anne,908,2031,5.033956914,4.751283582,0.282673332,2.47985348,6151,5.486384245,4.970987038,0.515397207,4.007166124
anne,911,2217,5.038770807,4.757296983,0.281473824,2.548275862,5877,5.537240751,5.016007102,0.521233649,4.017088175
anne,920,2005,5.122835854,4.80059879,0.322237064,2.460122699,6292,5.590572343,5.045321936,0.545250407,4.048906049
anne,930,2198,5.172538813,4.814865609,0.357673204,2.383947939,6244,5.601993989,5.051233789,0.5507602,3.816625917
anne,939,2401,5.135051063,4.784604258,0.350446806,2.3562316,6597,5.502815871,4.97600261,0.526813261,3.744040863
anne,940,2772,5.113523,4.796787404,0.316735596,2.453097345,6442,5.513240292,4.99881049,0.514429802,3.631341601
anne,944,2622,5.1228921,4.793899436,0.328992664,2.480605487,6373,5.509452939,5.005675815,0.503777124,3.707388016
anne,948,2427,5.157125514,4.828020133,0.329105381,2.466463415,6815,5.577110192,5.042300276,0.534809916,3.732201533
anne,953,2052,5.231987481,4.870991556,0.360995925,2.425531915,7431,5.590903762,5.006680608,0.584223153,3.93799682
anne,954,2288,5.225816254,4.896060396,0.329755858,2.489662677,7494,5.593578827,5.004667784,0.588911043,3.858908342
anne,959,2414,5.313493212,4.984508125,0.328985087,2.635371179,7197,5.578863871,4.989104883,0.589758988,3.924209378
anne,963,2861,5.165186361,4.839889236,0.325297125,2.769603098,6707,5.534115979,5.008222134,0.525893845,3.847963282
anne,968,2870,5.140794399,4.807727657,0.333066742,2.827586207,6539,5.535709223,5.01631014,0.519399083,3.967839806
anne,968,2621,5.204451185,4.850738675,0.35371251,2.682702149,6482,5.629362859,5.071025579,0.55833728,3.835502959
anne,975,2334,5.296117648,4.965056782,0.331060865,2.525974026,6408,5.618111612,5.053775213,0.564336398,3.782762692
anne,985,1836,5.314889851,4.957150817,0.357739034,2.381322957,6472,5.608776436,5.033951612,0.574824824,3.856972586
anne,994,2044,5.195070263,4.854854554,0.34021571,2.376744186,6475,5.561136527,5.034812244,0.526324284,4.029247044
anne,995,1982,5.167566759,4.83587841,0.331688349,2.422982885,6076,5.609154833,5.096959297,0.512195536,3.98687664
anne,998,1886,5.181271118,4.895262678,0.286008439,2.369346734,6580,5.592366887,5.118351592,0.474015295,3.944844125
anne,1004,1809,5.365164815,5.096158953,0.269005862,2.562322946,6032,5.609888581,5.106889743,0.502998839,3.894125242
anne,1008,2323,5.403013434,5.102598365,0.300415069,2.613048369,6298,5.582877324,5.038059385,0.544817939,4.003814367
john,713,1472,4.844839137,4.705429977,0.13940916,1.863291139,4500,5.599594271,5.113557126,0.486037145,3.816793893
john,718,1327,4.804551469,4.629127662,0.175423807,1.845618915,4484,5.59034714,5.08370982,0.50663732,3.909328684
john,730,1200,5.030673136,4.803878252,0.226794883,1.76730486,5099,5.64760622,5.136388596,0.511217624,4.050039714
john,736,1281,4.952238399,4.702810762,0.249427638,1.774238227,4896,5.530113294,5.059426199,0.470687095,3.986970684
john,744,1216,4.993728494,4.796974544,0.19675395,1.69595537,4860,5.524365864,5.035502798,0.488863066,4.080604534
john,746,1180,4.871995003,4.649672856,0.222322146,1.692969871,4192,5.506266304,5.010063925,0.496202379,4.069902913
john,750,1128,5.004088774,4.79182701,0.212261764,1.634782609,4209,5.58054811,5.08430993,0.49623818,4.016221374
john,753,1214,4.993165196,4.739119301,0.254045894,1.627345845,3919,5.599124357,5.112981426,0.486142931,3.864891519
john,758,1349,4.989511027,4.733984826,0.255526201,1.703282828,4229,5.598670388,5.124553875,0.474116512,3.897695853
john,759,1329,4.850279026,4.578906727,0.271372299,1.732724902,3081,5.535975929,5.086878622,0.449097307,3.944942382
john,767,1406,4.736044026,4.485728601,0.250315425,1.939310345,3425,5.460744333,5.028550225,0.432194108,4.207616708
john,772,1182,4.811817246,4.559705023,0.252112223,1.849765258,2859,5.349753039,4.959286,0.390467039,4.125541126
john,779,1243,4.812504483,4.605180405,0.207324078,1.827941176,3928,5.348895831,4.931486245,0.417409585,4.255687974
john,782,1048,5.043338546,4.794744505,0.248594041,1.647798742,3555,5.387162076,4.958452928,0.428709148,4.167643611
john,788,1161,5.125500496,4.863566433,0.261934063,1.751131222,3827,5.439880713,5.00199708,0.437883633,4.238095238
john,793,1087,5.165265604,4.863715155,0.301550448,1.811666667,3282,5.449571767,5.016442661,0.433129107,4.061881188
john,803,1209,5.033241601,4.802329705,0.230911897,1.912974684,3620,5.471609642,5.034592004,0.437017638,4.248826291
john,807,1090,4.923654224,4.703137153,0.220517071,1.816666667,3339,5.454729734,5.01468862,0.440041114,4.17375
john,812,986,4.782818683,4.599872992,0.182945691,1.776576577,3725,5.436130832,5.02092279,0.415208041,4.321345708
john,815,871,4.953600646,4.761646437,0.191954209,1.687984496,3351,5.469970187,5.053096521,0.416873666,4.137037037
john,820,1061,5.026434721,4.833162509,0.193272212,1.768333333,3742,5.50387474,5.068563142,0.435311598,4.062975027
john,822,1472,5.008559092,4.806882055,0.201677037,1.892030848,3314,5.507665122,5.047657687,0.460007435,3.8400927
john,827,1445,5.067897763,4.889098692,0.178799071,1.924101198,3803,5.626972331,5.157338082,0.469634249,4.011603376
john,832,1567,4.986696496,4.797541387,0.189155109,2.003836317,3482,5.626277855,5.165937886,0.460339969,4.106132075
john,841,1376,5.004274693,4.844793825,0.159480868,1.979856115,4026,5.624759349,5.156202676,0.468556673,4.278427205
john,843,1712,4.892932919,4.713375863,0.179557055,1.941043084,3377,5.488068871,5.036718915,0.451349956,3.96827262
john,854,1516,4.966275361,4.788510893,0.177764468,1.848780488,3899,5.555219597,5.084162429,0.471057168,3.899
john,866,1695,5.033512988,4.81112924,0.222383747,1.872928177,3463,5.571707369,5.079651541,0.492055828,3.668432203
john,881,1626,5.11514934,4.906143254,0.209006086,1.940334129,4062,5.634306377,5.124883523,0.509422854,3.806935333
john,883,1772,5.024038189,4.838937585,0.185100603,1.984322508,3575,5.549865939,5.065117235,0.484748704,3.779069767
john,890,1759,4.89508738,4.721445257,0.173642124,2.017201835,4049,5.567560388,5.077966105,0.489594283,3.950243902
john,895,1750,4.995264525,4.80997041,0.185294116,2.103365385,3618,5.524499973,5.056202197,0.468297776,3.832627119
john,902,1724,4.949276561,4.756500986,0.192775575,2.123152709,4043,5.539894061,5.069622861,0.4702712,4.006937562
john,904,1601,5.064831706,4.88791444,0.176917266,2.071151358,3780,5.552438008,5.088456221,0.463981787,3.880903491
john,911,1568,5.048869246,4.88447197,0.164397277,2.002554278,3776,5.570875458,5.112547217,0.45832824,4.034188034
john,914,1379,4.970786513,4.832051047,0.138735466,1.964387464,3084,5.506549378,5.059614714,0.446934664,3.933673469
john,922,1358,4.853378162,4.70564459,0.147733572,2.029895366,2889,5.398683387,4.995604224,0.403079163,4.029288703
john,926,1182,4.746697798,4.623832063,0.122865735,2.062827225,2377,5.376495323,4.975638428,0.400856895,3.749211356
john,934,1328,4.848278014,4.673515112,0.174762902,2.169934641,3020,5.438826022,4.985886352,0.45293967,4
john,937,1177,4.916455738,4.712317096,0.204138642,2.113105925,2696,5.424648179,4.962990341,0.461657837,3.89033189
john,943,1143,5.045003143,4.777482715,0.267520428,2.104972376,4055,5.552036341,5.051676452,0.500359889,4.327641409
john,945,1091,5.008317351,4.790317194,0.218000157,1.994515539,3660,5.566172644,5.095067738,0.471104906,4.112359551
john,954,1342,5.054601452,4.813624215,0.240977237,2.207236842,4326,5.568700937,5.110308591,0.458392346,4.187802517
john,959,1430,5.002651166,4.77411321,0.228537956,2.310177706,3561,5.536553536,5.081512438,0.455041099,3.939159292
john,966,1654,5.078019971,4.797980781,0.28003919,2.521341463,3729,5.547233104,5.102077922,0.445155182,4.013993541
john,968,1719,5.185462287,4.842651157,0.34281113,2.55423477,3252,5.573103708,5.088159022,0.484944686,3.980416157
john,974,1955,5.226935142,4.882648324,0.344286819,2.624161074,3550,5.547842499,5.091713028,0.456129471,4.029511918
john,979,2010,5.190341429,4.884742834,0.305598595,2.823033708,2925,5.540297119,5.053595986,0.486701133,4.034482759
john,985,1910,5.075618901,4.836972654,0.238646247,2.776162791,3571,5.648913719,5.129768334,0.519145385,4.109321059
john,988,1668,5.004270012,4.781522432,0.22274758,2.78,3442,5.731409114,5.186030454,0.54537866,4.182260024
john,995,1472,4.992702225,4.800776295,0.19192593,2.730983302,4309,5.719040682,5.178559059,0.540481623,4.187560739
john,1001,1553,4.920483061,4.744246272,0.176236789,2.891992551,3589,5.684344139,5.185701013,0.498643126,4.187864644
john,1006,1507,5.0458792,4.870670253,0.175208947,2.854166667,4004,5.638692268,5.164698313,0.473993955,4.223628692
john,1009,1561,4.989722184,4.805643553,0.184078631,2.896103896,3702,5.689063647,5.193111715,0.495951932,4.197278912
john,1014,1569,5.083260558,4.906286141,0.176974416,2.781914894,4415,5.663114524,5.178583184,0.484531341,4.307317073
john,1016,1807,4.941881281,4.757035846,0.184845434,2.914516129,3296,5.581982583,5.102902709,0.479079874,4.231065469
john,1024,1674,5.000703418,4.80796055,0.192742868,2.674121406,3146,5.585242908,5.117037221,0.468205687,4.205882353
john,1030,1461,4.937531741,4.750834365,0.186697376,2.725746269,3053,5.613089803,5.161869945,0.451219858,4.131258457
john,1041,1246,5.013534984,4.815451796,0.198083188,2.527383367,3961,5.669527221,5.192453398,0.477073823,4.286796537
john,1044,1140,4.945192801,4.735541042,0.209651759,2.614678899,4086,5.654981998,5.188494349,0.466487649,4.356076759
john,1049,1099,4.889595665,4.673941278,0.215654387,2.50913242,3977,5.62189775,5.178119033,0.443778717,4.253475936
aran,712,983,4.93065361,4.827641468,0.103012142,1.293421053,7642,5.399558634,4.707613492,0.691945142,4.858232676
aran,716,985,5.068792186,4.936993214,0.131798972,1.364265928,7294,5.452568759,4.727218413,0.725350346,4.808174028
aran,725,1185,5.031927798,4.923555418,0.10837238,1.50955414,7321,5.466182967,4.776941043,0.689241923,4.880666667
aran,729,1263,4.958971443,4.846578131,0.112393312,1.600760456,7708,5.521134468,4.837458232,0.683676236,4.953727506
aran,735,1736,4.711788325,4.649438082,0.062350243,1.856684492,8442,5.521756444,4.867986135,0.653770309,5.182320442
aran,737,1798,4.631302954,4.57696136,0.054341595,1.929184549,8215,5.517607629,4.877553458,0.640054171,5.009146341
aran,746,2117,4.670704002,4.608164115,0.062539888,2.012357414,7420,5.49657275,4.849633381,0.646939369,5.013513514
aran,753,1803,4.82415795,4.747195756,0.076962194,1.972647702,7023,5.52604532,4.89384415,0.632201171,4.952750353
aran,762,1927,4.754704315,4.685559374,0.069144941,2.043478261,7156,5.473470334,4.818727034,0.6547433,5.140804598
aran,765,1874,4.702427695,4.638975531,0.063452164,2.141714286,7168,5.430597849,4.786604362,0.643993487,5.109052031
aran,771,2028,4.688818835,4.63552317,0.053295665,2.199566161,7226,5.378402975,4.736560301,0.641842674,5.070877193
aran,776,2028,4.735109104,4.659190636,0.075918468,2.206746464,7438,5.398043128,4.777368367,0.620674762,5.119064006
aran,783,1903,4.659668831,4.586007709,0.073661122,2.160045403,8303,5.429514402,4.848926002,0.580588399,5.112684729
aran,785,1951,4.700580781,4.624555961,0.07602482,2.122959739,8138,5.465577313,4.869365749,0.596211564,4.968253968
aran,792,1860,4.667563484,4.597781249,0.069782236,2.232893157,8237,5.454139496,4.88259952,0.571539977,5.087708462
aran,796,1928,4.677902922,4.619618394,0.058284528,2.345498783,8154,5.473296183,4.874933958,0.598362225,5.102628285
aran,803,1909,4.592051402,4.521266623,0.070784779,2.447435897,8720,5.470602423,4.903026762,0.567575661,5.144542773
aran,805,2037,4.517464813,4.434018679,0.083446135,2.511713933,8602,5.479576963,4.869384988,0.610191975,5.153984422
aran,810,1974,4.472671207,4.386981128,0.08569008,2.42804428,8926,5.472586212,4.858327956,0.614258256,5.147635525
aran,812,2126,4.416029181,4.356428183,0.059600997,2.457803468,8555,5.496815613,4.828819482,0.66799613,5.251688152
aran,817,2191,4.563802472,4.513900748,0.049901724,2.38671024,8853,5.562928215,4.894237743,0.668690472,5.132173913
aran,819,2407,4.604189943,4.530367388,0.073822555,2.531019979,8397,5.550309012,4.85772253,0.692586483,5.113885505
aran,826,2299,4.662270197,4.583108294,0.079161903,2.534729879,8536,5.588777778,4.924111544,0.664666234,5.108318372
aran,830,2361,4.644735431,4.555033224,0.089702206,2.611725664,8486,5.54267974,4.900237251,0.642442489,5.024274719
aran,843,2250,4.672580881,4.583090812,0.08949007,2.571428571,9012,5.554331615,4.950594387,0.603737228,5.120454545
aran,852,2197,4.687534172,4.561799142,0.12573503,2.631137725,9479,5.578974284,4.941974641,0.636999643,5.088030059
aran,865,1998,4.730522075,4.582675244,0.147846831,2.639365918,9246,5.61122798,4.985996475,0.625231505,5.220779221
aran,867,1959,4.833024685,4.650675593,0.182349092,2.574244415,9046,5.644357559,5.017170098,0.627187461,5.172098342
aran,872,2172,4.900504828,4.696724621,0.203780208,2.476624857,8669,5.623510191,5.014946866,0.608563326,5.298899756
aran,875,2263,4.903906733,4.690350587,0.213556146,2.446486486,8929,5.633289889,5.022992484,0.610297405,5.337118948
aran,878,2388,4.935812673,4.667519256,0.268293418,2.656284761,8942,5.629256888,5.01327544,0.615981447,5.509550216
aran,880,2175,4.974805765,4.701396021,0.273409743,2.821011673,9136,5.620387769,4.996912612,0.623475157,5.536969697
aran,888,2300,5.004267456,4.698231435,0.306036021,2.948717949,9116,5.6313098,4.990285934,0.641023865,5.589209074
aran,892,2275,5.025547918,4.739567721,0.285980197,2.939276486,8827,5.647353823,4.99053944,0.656814383,5.509987516
aran,899,2349,4.982782102,4.697666892,0.28511521,3.015404365,8399,5.655573134,5.037091683,0.61848145,5.401286174
aran,901,2264,4.912179045,4.65174164,0.260437405,3.162011173,8225,5.603847496,4.96665587,0.637191626,5.232188295
aran,908,2191,4.89422054,4.581584099,0.312636441,3.138968481,8589,5.551073212,4.920960092,0.63011312,4.959006928
aran,914,2052,4.948135238,4.626385223,0.321750014,2.969609262,8714,5.572572075,4.921652255,0.65091982,4.937110482
aran,922,2100,4.964852847,4.603240083,0.361612765,2.857142857,8636,5.580518858,4.940545368,0.63997349,4.980392157
aran,924,2080,5.027841307,4.690818084,0.337023223,2.857142857,8401,5.618180175,4.990864771,0.627315403,5.395632627
aran,935,2496,5.095411349,4.753608931,0.341802418,3.139622642,8830,5.622302989,4.984363268,0.637939721,5.29059317
aran,941,2477,5.143735078,4.810667587,0.333067491,3.139416984,8987,5.676919754,5.033970438,0.642949317,5.206836616
aran,949,2563,5.179605586,4.832520716,0.34708487,3.129426129,9033,5.622543343,4.968513478,0.654029865,5.161714286
aran,951,2089,5.103167797,4.779496227,0.32367157,2.971550498,9218,5.593621281,4.949850319,0.643770963,5.365541327
aran,956,2100,5.069326873,4.766540971,0.302785902,2.945301543,9338,5.557804233,4.944597711,0.613206522,5.435389988
aran,959,2237,5.12533773,4.839610937,0.285726793,2.986648865,9427,5.59213248,4.983645084,0.608487396,5.405389908
aran,962,2321,5.148029907,4.850097021,0.297932886,2.971830986,9559,5.62832021,5.03291542,0.59540479,5.596604215
aran,965,2317,5.182342364,4.868304201,0.314038163,2.849938499,9426,5.675168355,5.057844285,0.61732407,5.698911729
aran,972,2213,5.175119442,4.823672818,0.351446623,2.783647799,9426,5.72622863,5.098697114,0.627531516,5.681735986
aran,977,2385,5.224152729,4.888223354,0.335929375,2.849462366,9043,5.764265851,5.124838103,0.639427748,5.55808236
aran,983,2176,5.227700492,4.901376225,0.326324267,2.905206943,9150,5.802591833,5.15820957,0.644382263,5.572472594
aran,986,2401,5.237655816,4.95093481,0.286721006,2.964197531,8901,5.775861375,5.130299046,0.64556233,5.54234122
aran,994,2674,5.299655532,4.957189663,0.342465869,3.105691057,8415,5.71652128,5.058319034,0.658202245,5.411575563
aran,997,3190,5.330729428,4.980065415,0.350664014,3.426423201,8060,5.68436421,5.017507385,0.666856825,5.427609428
aran,1008,3063,5.300520276,4.950967052,0.349553225,3.437710438,8334,5.687926553,5.04678481,0.641141742,5.447058824
aran,1016,2861,5.255769461,4.93952148,0.316247981,3.357981221,8491,5.697894828,5.066753994,0.631140833,5.492238034
aran,1026,2785,5.093182094,4.779299108,0.313882986,3.204833142,8603,5.662121666,5.046837172,0.615284495,5.307217767
aran,1028,2797,5.062759517,4.743835979,0.318923538,3.237268519,8033,5.607334143,4.972827542,0.634506601,5.309319233
aran,1032,2708,5.047670724,4.718011352,0.329659372,3.148837209,8548,5.615995948,4.959903097,0.656092851,5.486521181
aran,1034,2722,5.079675423,4.763768077,0.315907346,3.168800931,8593,5.662159477,5.004518365,0.657641112,5.631061599
aran,1041,2591,5.075226278,4.741130043,0.334096235,3.114182692,8933,5.673017684,5.01368151,0.659336173,5.711636829
aran,1045,2753,5.083730812,4.749391043,0.334339769,3.171658986,8359,5.650441792,4.991707135,0.658734657,5.554152824
aran,1053,2520,5.235757581,4.858401525,0.377356056,3.069427527,8724,5.727788441,5.08218475,0.645603691,5.788984738
ruth,711,1119,3.118597867,3.121875968,-0.003278101,1.344951923,6423,5.456028007,4.882148503,0.573879504,3.758338209
ruth,713,1038,3.092149475,3.100916283,-0.008766808,1.367588933,5918,5.434851719,4.865147899,0.56970382,3.70802005
ruth,720,927,3.186264434,3.195870165,-0.009605731,1.389805097,5994,5.398820129,4.84393621,0.554883919,3.765075377
ruth,728,1024,3.184007006,3.18678482,-0.002777814,1.460770328,5901,5.309153512,4.802869373,0.506284139,3.746666667
ruth,742,905,3.258009021,3.261147636,-0.003138615,1.411856474,6285,5.351535743,4.8431575,0.508378243,3.792999397
ruth,751,974,3.238018864,3.242681398,-0.004662534,1.371830986,6446,5.353594907,4.832109618,0.521485289,3.581111111
ruth,765,978,3.191218363,3.188448157,0.002770207,1.327001357,6979,5.315321404,4.824055397,0.491266008,3.652014652
ruth,768,1231,3.113302582,3.117263222,-0.00396064,1.406857143,6793,5.260994782,4.779505059,0.481489723,3.565879265
ruth,772,1400,3.04867927,3.050271046,-0.001591776,1.479915433,6532,5.184832359,4.70205936,0.482772998,3.636971047
ruth,774,1457,2.99819567,3.000483275,-0.002287606,1.514553015,6260,5.246463451,4.708619597,0.537843854,3.497206704
ruth,778,1321,2.973880315,2.969863755,0.00401656,1.518390805,6472,5.278002867,4.704904687,0.57309818,3.446219382
ruth,781,1296,3.037135335,3.040938688,-0.003803353,1.530106257,6364,5.305048733,4.742434314,0.56261442,3.487123288
ruth,787,1088,3.069038351,3.073274521,-0.00423617,1.506925208,6124,5.232058136,4.724929057,0.50712908,3.583382095
ruth,791,1087,3.053341959,3.057415554,-0.004073595,1.509722222,5530,5.271422341,4.807276745,0.464145597,3.480176211
ruth,800,1080,3.045272577,3.051323606,-0.006051029,1.52758133,5249,5.240294124,4.770415857,0.469878267,3.45556287
ruth,802,1284,3.133970551,3.121039505,0.012931045,1.597014925,5124,5.282281586,4.81679631,0.465485275,3.448183042
ruth,810,1349,3.223291634,3.203437209,0.019854425,1.500556174,5765,5.34142724,4.832941372,0.508485868,3.657994924
ruth,817,1370,3.245211211,3.217506968,0.027704242,1.47311828,6193,5.378698526,4.859981903,0.518716623,3.712829736
ruth,824,1616,3.269126665,3.256871828,0.012254837,1.534662868,6275,5.395789284,4.837264885,0.558524399,3.635573581
ruth,825,1653,3.322988691,3.312630692,0.010358,1.659638554,5699,5.321322701,4.812896235,0.508426466,3.686287193
ruth,833,1878,3.561622111,3.563911672,-0.002289561,1.763380282,6080,5.302542895,4.805204031,0.497338864,3.743842365
ruth,840,1724,3.617699531,3.627163922,-0.009464391,1.736153072,6108,5.277515782,4.787479578,0.490036204,3.858496526
ruth,846,1675,3.81686746,3.823343356,-0.006475896,1.723251029,6360,5.421823436,4.874284615,0.547538821,3.866261398
ruth,849,1773,3.649119532,3.662575874,-0.013456342,1.778335005,5494,5.452249165,4.892037582,0.560211583,3.760438056
ruth,852,1637,3.713477445,3.722446639,-0.008969195,1.804851158,5406,5.479741935,4.928051171,0.551690764,3.700205339
ruth,855,1964,3.560130299,3.584977377,-0.024847078,1.962037962,5122,5.352234845,4.817268667,0.534966179,3.66642806
ruth,860,1652,3.652180361,3.680789902,-0.028609541,1.932163743,5397,5.364009532,4.831483251,0.532526281,3.77676697
ruth,862,1738,3.592876012,3.620932386,-0.028056374,1.977246871,5088,5.313721195,4.776664932,0.537056262,3.694989107
ruth,869,1427,3.903963811,3.916897892,-0.012934081,1.750920245,5529,5.433767566,4.941874259,0.491893308,3.723232323
ruth,874,1499,4.091991821,4.106511005,-0.014519184,1.776066351,6099,5.466840688,4.981919914,0.484920774,3.593989393
ruth,881,1643,4.263838047,4.274467915,-0.010629868,1.846067416,6755,5.499753651,5.007486832,0.492266819,3.560885609
ruth,883,1910,4.128577146,4.140947856,-0.01237071,2.040598291,6502,5.512709678,4.983848363,0.528861315,3.566648382
ruth,889,1813,4.156255688,4.144674898,0.01158079,1.996696035,6336,5.490834455,4.96553624,0.525298215,3.61025641
ruth,894,1889,4.273584663,4.264368064,0.009216599,2.007438895,6618,5.486733011,4.96157518,0.525157831,3.879249707
ruth,901,1649,4.372474671,4.348122869,0.024351802,1.91967404,7263,5.543611731,5.01759127,0.52602046,4.078046042
ruth,904,1905,4.449799802,4.425634872,0.02416493,2.048387097,7380,5.549295843,5.033459974,0.515835869,4.212328767
ruth,912,1814,4.459140089,4.450286761,0.008853328,1.984682713,7472,5.535356767,5.039416895,0.495939872,4.311598384
ruth,916,1973,4.467705434,4.468113954,-0.000408519,2.044559585,6616,5.426067377,4.941321684,0.484745693,4.10931677
ruth,924,1798,4.474656657,4.484965068,-0.010308411,1.980176211,6217,5.416561024,4.923312153,0.493248871,3.89048811
ruth,926,1702,4.377667992,4.375493243,0.002174749,2.073081608,5295,5.372513944,4.895634796,0.476879147,3.629198081
ruth,937,1793,4.582956156,4.55659358,0.026362576,2.035187287,5254,5.439450114,4.944866544,0.49458357,3.571719918
ruth,942,1622,4.613714166,4.577057981,0.036656185,2.012406948,4658,5.42313883,4.920835395,0.502303435,3.661949686
ruth,952,1752,4.644958004,4.595070969,0.049887035,1.966329966,5293,5.459845876,4.912998913,0.546846964,3.740636042
ruth,955,1664,4.469452872,4.442912004,0.026540868,1.971563981,5594,5.442291241,4.895298175,0.546993066,3.882026371
ruth,959,1894,4.469103519,4.452311186,0.016792333,1.924796748,6303,5.47823846,4.89673838,0.581500081,3.895550062
ruth,961,1797,4.393667407,4.389011504,0.004655902,1.85257732,5744,5.482531973,4.914795078,0.567736896,3.816611296
ruth,969,2111,4.522986299,4.483012123,0.039974176,2.037644788,5704,5.546787452,4.991266601,0.555520851,3.730542838
ruth,973,2307,4.641258868,4.573846941,0.067411927,2.201335878,5883,5.574463628,5.04090412,0.533559509,3.763915547
ruth,981,2668,4.636842308,4.542281601,0.094560707,2.197693575,6976,5.603195879,5.019440477,0.583755401,3.899385131
ruth,986,2681,4.584551931,4.487927929,0.096624001,2.186786297,6677,5.536791517,4.941219908,0.59557161,3.904678363
ruth,994,2926,4.576778013,4.484808694,0.091969319,2.131099782,7067,5.548957302,4.947478549,0.601478753,3.943638393
ruth,998,3040,4.632349036,4.544225034,0.088124002,2.345679012,6437,5.511241754,4.951429253,0.559812501,4.023125
ruth,1003,2794,4.55674004,4.475713728,0.081026313,2.023171615,7491,5.594289003,5.011280635,0.583008368,4.077844311
ruth,1006,2943,4.586057072,4.487854933,0.098202139,2.184855234,6873,5.543934792,4.955167833,0.588766959,4.014602804
ruth,1013,2760,4.613762952,4.519715751,0.094047201,2.102056359,7340,5.515692922,4.929482172,0.586210749,4.006550218
ruth,1016,2742,4.770283992,4.650482101,0.119801891,2.415859031,7138,5.47148101,4.941731809,0.529749202,4.030491248
ruth,1028,2397,4.95750575,4.865541723,0.091964027,2.347698335,7969,5.529599035,5.006663572,0.522935464,4.146201873
ruth,1035,2855,5.025132473,4.901831831,0.123300642,2.655813953,7482,5.563000661,5.044504951,0.518495709,4.115511551
ruth,1043,3193,5.079722291,4.949051792,0.130670499,2.736075407,7429,5.552183424,5.006458031,0.545725393,4.059562842
ruth,1047,3564,4.950434386,4.810336446,0.14009794,2.842105263,6790,5.481721804,4.962063696,0.519658109,3.959183673
