Child,Age,N.child,H.child,H.child.S,H.child.I,Schild,N.mother,H.mother,H.mother.S,H.mother.I,Smother
joel,881,2205,5.12854344,4.853681642,0.274861798,2.136627907,5151,5.614685106,5.03019416,0.584490945,3.612201964
joel,886,2264,5.115135821,4.83448498,0.280650841,2.215264188,5154,5.632673635,5.052272429,0.580401206,3.67617689
joel,890,2435,5.163625613,4.858747524,0.304878089,2.28424015,5317,5.632538313,5.043238598,0.589299715,3.654295533
joel,897,2289,5.208091741,4.905663619,0.302428121,2.282153539,4969,5.608621489,5.051668459,0.556953029,3.61119186
joel,903,2071,5.164579495,4.878241305,0.28633819,2.22688172,4706,5.555756598,5.005590186,0.550166412,3.52245509
joel,911,2211,5.227077128,4.946064945,0.281012183,2.193452381,4610,5.566016094,5.026863405,0.539152689,3.468773514
joel,917,2405,5.086740706,4.772364023,0.314376683,2.277462121,5068,5.535080878,4.975833351,0.559247527,3.52433936
joel,919,2432,5.045298627,4.717648128,0.327650499,2.247689464,4897,5.579133933,4.985141969,0.593991963,3.438904494
joel,924,2504,5.072746919,4.688059482,0.384687437,2.259927798,5030,5.584991603,4.985123173,0.599868429,3.412483039
joel,927,2725,5.194631455,4.8128752,0.381756256,2.220863896,4940,5.596233008,5.018370454,0.577862554,3.501063076
joel,931,3251,5.247836993,4.840566398,0.407270595,2.252945253,5467,5.608013975,5.041508019,0.566505956,3.587270341
joel,933,3373,5.210259157,4.839270601,0.370988556,2.339112344,5513,5.659627605,5.084950619,0.574676986,3.589192708
joel,940,3291,5.254178589,4.864928171,0.389250418,2.457804332,5192,5.729561095,5.138229141,0.591331954,3.51285521
joel,944,3175,5.247786797,4.887892606,0.359894191,2.634854772,4438,5.713964983,5.128476066,0.585488917,3.359576079
joel,951,3389,5.368414389,4.984906597,0.383507793,2.527218494,4423,5.661714687,5.071860239,0.589854448,3.436674437
joel,953,3314,5.364094162,4.998909322,0.365184841,2.426061493,4419,5.651441112,5.08545133,0.565989782,3.414992272
joel,959,3217,5.343650638,4.985871876,0.357778762,2.294579173,4735,5.582629746,5.041479386,0.541150359,3.46378932
joel,965,3109,5.296436845,4.943777292,0.352659553,2.357088704,4553,5.591695796,5.047297758,0.544398038,3.377596439
joel,973,3330,5.258575209,4.909489192,0.349086017,2.421818182,5095,5.598512593,5.010740319,0.587772274,3.56044724
joel,975,3341,5.299354019,4.961056552,0.338297468,2.429818182,5043,5.6537315,5.063820026,0.589911475,3.57406095
joel,983,3211,5.271024693,4.935304352,0.335720341,2.447408537,5083,5.692790198,5.117837981,0.574952217,3.592226148
joel,988,2823,5.153382522,4.819508484,0.333874038,2.384290541,4699,5.654925107,5.098630049,0.556295057,3.318502825
joel,994,2442,5.068596948,4.698004786,0.370592162,2.394117647,4764,5.598485213,5.016979958,0.581505255,3.395580898
joel,997,2024,4.950157194,4.627684763,0.32247243,2.243902439,4801,5.574005938,4.988308006,0.585697932,3.417081851
joel,1005,2114,5.174461105,4.864863052,0.309598053,2.317982456,4772,5.623379539,5.02857919,0.594800349,3.54795539
joel,1009,2381,5.182833778,4.881595188,0.30123859,2.332027424,4564,5.647916813,5.084507279,0.563409534,3.585231736
joel,1015,2563,5.267822918,4.944513795,0.323309123,2.366574331,4677,5.646446141,5.07613733,0.570308811,3.706022187
joel,1017,2337,5.112881509,4.82731748,0.285564029,2.165894347,4833,5.659340306,5.081244687,0.578095618,3.64479638
joel,1026,2936,5.284653726,4.973381721,0.311272005,2.446666667,4762,5.646421094,5.05820601,0.588215085,3.588545592
joel,1031,3368,5.275610308,4.943013287,0.332597021,2.600772201,4612,5.632737002,5.053455964,0.579281038,3.401179941
joel,1035,3683,5.385778243,4.990553289,0.395224954,2.84841454,4799,5.650235558,5.055256615,0.594978943,3.586696562
warr,673,1600,4.885818264,4.784835758,0.100982505,1.725997843,5640,5.596883323,4.983145793,0.613737531,4.469096672
warr,676,1492,4.698175211,4.641883425,0.056291786,1.804111245,5612,5.604955076,4.987109913,0.617845163,4.626545754
warr,685,1443,4.712207261,4.642005421,0.07020184,1.911258278,5864,5.654900228,5.065800057,0.589100171,4.346923647
warr,691,1612,4.670284598,4.56218691,0.108097687,2.064020487,6152,5.609479068,5.029496389,0.57998268,4.513573001
warr,697,1629,4.715366848,4.597532878,0.117833971,2.110103627,6059,5.572322417,4.998877945,0.573444472,4.318602994
warr,707,1757,4.750676766,4.676964169,0.073712597,2.19625,5988,5.617963724,5.032440055,0.585523669,4.550151976
warr,714,1597,4.864788636,4.81092482,0.053863816,2.112433862,5549,5.731251047,5.138875699,0.592375347,4.314930016
warr,724,1625,4.869944304,4.807076861,0.062867443,2.11038961,6021,5.681000055,5.125501072,0.555498984,4.294579173
warr,729,1427,4.913414467,4.824475234,0.088939234,1.995804196,5819,5.604789246,5.053461183,0.551328063,4.210564399
warr,736,1245,4.88637879,4.76946117,0.11691762,2.011308562,6215,5.631369119,5.079258532,0.552110587,4.361403509
warr,741,1139,4.813176902,4.701678154,0.111498748,2.097605893,6171,5.654488428,5.112722936,0.541765492,4.449170872
warr,750,1290,4.719516161,4.595604839,0.123911322,2.15,6247,5.665786418,5.124409497,0.541376921,4.439943141
warr,752,1633,4.787541013,4.671032778,0.116508235,2.322901849,5646,5.647986093,5.143316076,0.504670017,4.527666399
warr,756,1765,4.85545675,4.710896198,0.144560553,2.319316689,5183,5.656953721,5.131752534,0.525201187,4.590788308
warr,758,1733,4.861795772,4.725762062,0.136033709,2.451202263,5261,5.682794602,5.183154373,0.499640228,4.761085973
warr,766,1820,4.856135914,4.675646845,0.18048907,2.531293463,5206,5.666778802,5.144343477,0.522435324,4.911320755
warr,769,1757,4.977396024,4.795127198,0.182268825,2.535353535,5140,5.743537342,5.211876417,0.531660926,4.817244611
warr,779,1904,4.959388623,4.741258224,0.218130399,2.542056075,4870,5.721494919,5.165967242,0.555527677,4.755859375
warr,783,1655,5.046933908,4.862089473,0.184844435,2.377873563,5117,5.734226602,5.213851691,0.520374911,4.520318021
warr,790,1796,4.90232108,4.71452941,0.187791669,2.410738255,5796,5.721722716,5.178244044,0.543478672,4.581818182
warr,793,1807,4.881466484,4.685150631,0.196315853,2.545070423,5879,5.69559045,5.146973128,0.548617322,4.618224666
warr,797,1992,4.868325413,4.65517669,0.213148723,2.684636119,5855,5.642335834,5.085188659,0.557147175,4.710378117
warr,799,2056,4.75182082,4.537203467,0.214617353,2.824175824,4986,5.606527248,5.050077631,0.556449618,4.76217765
warr,804,2223,4.810821206,4.614100909,0.196720297,2.627659574,5188,5.643996486,5.116795916,0.52720057,4.644583706
warr,806,2238,4.824978693,4.626305284,0.19867341,2.636042403,4952,5.640074875,5.124198493,0.515876382,4.619402985
warr,813,2464,5.126305804,4.891699079,0.234606725,2.687022901,5362,5.736565938,5.237361818,0.49920412,4.78322926
warr,817,2260,5.082899483,4.816312866,0.266586617,2.842767296,4704,5.716448824,5.209848623,0.506600201,4.920502092
warr,823,2270,5.111205956,4.839416129,0.271789827,2.858942065,5128,5.734083304,5.213873492,0.520209812,5.092353525
warr,826,2122,5.095310771,4.806764521,0.28854625,2.773856209,5040,5.769184669,5.210655938,0.558528731,4.822966507
warr,833,2129,5.12871787,4.851775092,0.276942778,2.764935065,5886,5.748278769,5.183440392,0.564838378,4.876553438
warr,838,2142,5.194048307,4.869347179,0.324701128,2.814717477,5724,5.738730507,5.164888032,0.573842475,4.973066898
warr,846,1912,5.122412106,4.749819421,0.372592685,2.751079137,5483,5.728409859,5.155614311,0.572795548,4.984545455
warr,848,1743,5.121880444,4.755801657,0.366078787,2.757911392,5145,5.714243727,5.143818501,0.570425226,4.923444976
warr,856,1964,5.191259926,4.859866478,0.331393448,2.896755162,5200,5.768450636,5.213690009,0.554760626,4.832713755
warr,859,2076,5.228845443,4.932890787,0.295954655,2.991354467,5102,5.768653986,5.240516375,0.528137612,4.992172211
warr,865,2056,5.292067999,5.022248804,0.269819195,2.928774929,4632,5.803822438,5.290147989,0.51367445,4.901587302
warr,868,1766,5.074175805,4.841496857,0.232678948,2.742236025,4168,5.771972219,5.263651348,0.508320871,4.897767333
warr,881,2048,5.143237419,4.87999391,0.26324351,2.959537572,4348,5.776211909,5.22851228,0.54769963,4.997701149
warr,887,2308,5.093112216,4.781516267,0.311595949,3.165980796,4497,5.768955216,5.202893681,0.566061535,5.058492688
warr,895,2720,5.154353656,4.836834762,0.317518894,3.505154639,4901,5.757442719,5.191739307,0.565703412,4.955510617
warr,897,2679,5.130865338,4.828287794,0.302577544,3.600806452,4855,5.712267779,5.153354644,0.558913135,4.764474975
warr,902,2869,5.160413041,4.852784852,0.307628189,3.673495519,5095,5.632902728,5.079813682,0.553089046,4.757236228
warr,904,2781,5.146055078,4.823734701,0.322320377,3.520253165,4615,5.640452355,5.081261246,0.559191108,4.733333333
warr,909,2792,5.148024922,4.815921249,0.332103673,3.417380661,4713,5.66530226,5.13173055,0.53357171,4.894080997
warr,911,2617,5.107165054,4.781478637,0.325686417,3.376774194,4600,5.739409474,5.203797814,0.53561166,5
warr,921,2858,5.134948671,4.837530932,0.297417739,3.468446602,4677,5.724884961,5.180579111,0.54430585,5.03444564
warr,928,3115,5.07167679,4.808463287,0.263213502,3.464961068,4014,5.662894681,5.138829825,0.524064856,4.711267606
warr,937,3373,5.068083154,4.812747549,0.255335605,3.386546185,3798,5.586873229,5.059548476,0.527324753,4.478773585
warr,941,3005,5.026890789,4.75601751,0.270873279,3.248648649,3913,5.645282159,5.100323319,0.54495884,4.560606061
warr,946,2747,4.999737571,4.701308245,0.298429326,2.96972973,4663,5.643309951,5.082397592,0.560912359,4.887840671
warr,947,2604,4.977075679,4.707506065,0.269569614,2.806034483,4996,5.66360574,5.118802045,0.544803695,4.864654333
warr,949,2631,4.960112502,4.69699158,0.263120922,2.673780488,5560,5.630793365,5.12713728,0.503656086,4.68013468
warr,950,2701,5.012910993,4.725038571,0.287872422,2.790289256,5200,5.665017234,5.153848831,0.511168403,4.557405784
warr,954,2552,5.047768108,4.73972491,0.308043198,2.732334047,5607,5.652856176,5.139283969,0.513572207,4.854545455
warr,957,2527,5.043194383,4.728932559,0.314261824,2.810901001,5171,5.637159389,5.07883866,0.558320729,4.934160305
warr,967,2435,5.120159634,4.817204296,0.302955337,2.763904654,5564,5.639455463,5.068088163,0.5713673,4.91954023
warr,973,2465,5.171786695,4.847966853,0.323819842,2.741935484,5417,5.739530349,5.134156637,0.605373712,4.598471986
warr,982,2789,5.209237537,4.884185271,0.325052265,2.8663926,5909,5.778075088,5.176798215,0.601276873,4.68968254
warr,984,2990,5.236065002,4.915708327,0.320356676,2.942913386,5776,5.7729783,5.162110719,0.610867581,4.718954248
warr,989,3540,5.279565371,4.968826386,0.310738985,3.333333333,5598,5.757497625,5.115845706,0.641651919,4.901926445
warr,991,3319,5.285658915,4.975573582,0.310085334,3.369543147,5182,5.700412867,5.058229006,0.642183861,4.807050093
warr,999,2968,5.200292715,4.916411243,0.283881472,3.403669725,5259,5.660125216,5.035931612,0.624193604,4.737837838
warr,1007,2413,5.220720088,4.940074488,0.2806456,3.175,5510,5.66926886,5.082659806,0.586609054,4.754098361
warr,1017,2386,5.223536052,4.935595477,0.287940575,3.277472527,5840,5.706873679,5.094496803,0.612376876,4.928270042
carl,629,2374,4.702351558,4.589915083,0.112436476,1.998316498,5462,5.378727733,4.748571857,0.630155875,3.418022528
carl,633,1912,4.614323105,4.475875757,0.138447348,1.889328063,5605,5.380324318,4.763729631,0.616594687,3.462013589
carl,642,2478,4.479992001,4.332484002,0.147507999,2.119760479,5686,5.356205688,4.720735414,0.635470273,3.547099189
carl,645,2476,4.345099879,4.209522541,0.135577339,2.103653356,5158,5.296457544,4.718286744,0.578170801,3.589422408
carl,649,2311,4.29406802,4.201843169,0.092224851,2.112431444,5004,5.264266068,4.69143956,0.572826508,3.687546057
carl,653,1745,4.180857284,4.107248575,0.073608709,1.91128149,4518,5.219375634,4.684558953,0.534816681,3.746268657
carl,659,2065,4.390598169,4.329415588,0.06118258,1.957345972,4383,5.281587778,4.694030592,0.587557186,3.739761092
carl,661,2298,4.444491605,4.373263235,0.07122837,1.964102564,4027,5.286128168,4.690990863,0.595137305,3.781220657
carl,669,2442,4.532646059,4.432426651,0.100219408,1.972536349,4586,5.35749066,4.723696318,0.633794342,3.831244779
carl,676,1953,4.443428699,4.32834891,0.115079789,1.856463878,4468,5.299306287,4.717430383,0.581875904,3.960992908
carl,688,1817,4.638763469,4.502003854,0.136759615,1.809760956,4682,5.398740025,4.809889586,0.588850439,3.88225539
carl,694,1953,4.832067534,4.654416307,0.177651228,1.885135135,4403,5.400243672,4.806806479,0.593437193,3.81542461
carl,700,2028,4.936102851,4.737335667,0.198767185,1.957528958,4957,5.460392767,4.859950757,0.600442009,3.715892054
carl,703,2150,4.890653061,4.717905816,0.172747245,1.958105647,4671,5.402719478,4.80914195,0.593577527,3.727853152
carl,708,1995,4.933241388,4.764530184,0.168711204,1.889204545,4597,5.43931826,4.847780619,0.591537642,3.746536267
carl,708,2098,4.817297293,4.660379946,0.156917348,1.915981735,4061,5.371258384,4.80387304,0.567385345,3.886124402
carl,712,2077,4.952239853,4.744161453,0.2080784,1.995196926,4064,5.44790343,4.881716866,0.566186564,3.833962264
carl,714,2090,4.821966926,4.626980368,0.194986558,2.063178677,4002,5.433135961,4.862718579,0.570417382,3.736694678
carl,720,2525,4.837074465,4.623364687,0.213709778,2.105921601,3728,5.475740989,4.87250407,0.603236919,3.629990263
carl,721,2545,4.77996443,4.547030842,0.232933588,2.087776866,3458,5.389567796,4.78935171,0.600216086,3.568627451
carl,728,2753,4.858997701,4.598924011,0.26007369,2.147425897,3667,5.384645053,4.765352138,0.619292914,3.757172131
carl,732,2492,4.801290795,4.570261937,0.231028857,2.135389889,3476,5.341796625,4.754834629,0.586961996,3.757837838
carl,743,2815,4.911057059,4.699264285,0.211792774,2.188958009,4127,5.383198734,4.812134809,0.571063925,4.066009852
carl,750,2836,4.866945654,4.702254598,0.164691057,2.243670886,3908,5.403902714,4.86975148,0.534151233,4.05815161
carl,758,2837,4.988918374,4.818409854,0.17050852,2.286059629,4409,5.515039694,4.943937763,0.571101931,4.008181818
carl,763,2440,5.02400561,4.804890558,0.219115053,2.288930582,2770,5.450693043,4.895873127,0.554819915,3.794520548
carl,771,2216,5.190912978,4.931705333,0.259207645,2.265848671,2971,5.561969328,4.940583094,0.621386234,3.737106918
carl,779,2310,5.188993537,4.882072234,0.306921303,2.391304348,3051,5.533757073,4.949240666,0.584516408,3.84256927
carl,782,2711,5.136793875,4.869883311,0.266910564,2.35534318,4417,5.587007461,4.989730552,0.597276909,3.797936371
carl,792,3221,5.032412141,4.752251708,0.280160434,2.453160701,4326,5.528137054,4.968009156,0.560127898,3.831709477
carl,798,3294,5.037487342,4.739552491,0.297934851,2.46004481,3905,5.538824352,4.921024992,0.61779936,3.798638132
carl,807,3275,4.945924196,4.663309303,0.282614893,2.630522088,4662,5.467007671,4.898433813,0.568573858,3.796416938
carl,809,3398,4.876136975,4.613235985,0.26290099,2.705414013,4379,5.462812363,4.855413846,0.607398518,3.90285205
carl,814,3726,4.859378486,4.601338837,0.258039649,2.735682819,4767,5.46516685,4.871092205,0.594074645,3.989121339
carl,815,4095,4.853896029,4.558182822,0.295713206,2.761294673,3860,5.423679301,4.842969443,0.580709858,4.155005382
carl,820,4286,4.872082488,4.56531073,0.306771758,2.859239493,3887,5.476700899,4.900988926,0.575711973,3.998971193
carl,821,4088,4.907815302,4.587724083,0.320091219,2.907539118,3742,5.448118445,4.885913512,0.562204933,3.910135841
carl,828,3774,4.979711036,4.686766183,0.292944853,2.941543258,4281,5.549345077,4.888176954,0.661168123,3.949261993
carl,834,3401,4.962872101,4.643913513,0.318958588,2.762794476,4282,5.485723179,4.831986754,0.653736425,3.906934307
carl,841,3161,5.062952252,4.731153264,0.331798988,2.725,4205,5.508591087,4.837728327,0.67086276,3.791704238
carl,843,2684,5.090677687,4.73096245,0.359715236,2.578290106,3368,5.493033274,4.859224132,0.633809143,3.556494192
carl,853,3015,5.122900538,4.746074803,0.376825735,2.69919427,3543,5.47625793,4.831629912,0.644628018,3.675311203
carl,857,3150,4.969995735,4.599883584,0.370112152,2.717860224,3357,5.410208757,4.793902682,0.616306075,3.903488372
carl,870,3962,5.008171348,4.638335949,0.369835399,2.930473373,3751,5.508784071,4.879292166,0.629491905,4.072747014
carl,880,3659,4.883634959,4.568275949,0.31535901,3.033996683,3541,5.471852378,4.871833867,0.600018511,4.060779817
carl,889,4217,5.014648974,4.672625806,0.342023167,3.248844376,3667,5.558797868,4.953433574,0.605364294,3.93877551
carl,891,3878,4.920108436,4.573437041,0.346671394,3.264309764,3891,5.482484647,4.888510154,0.593974493,4.023784902
carl,895,4263,5.035889801,4.649636872,0.386252929,3.251716247,4124,5.517312765,4.88058888,0.636723884,3.87593985
carl,898,4352,4.917897242,4.575690189,0.342207053,3.178962747,3885,5.489058549,4.858042971,0.631015578,3.920282543
carl,902,4597,4.970817177,4.616915458,0.353901718,3.097708895,3693,5.432872593,4.795138319,0.637734274,3.715291751
carl,904,4583,4.923667322,4.595921474,0.327745848,3.086195286,3306,5.394642182,4.785096679,0.609545503,3.80875576
carl,914,4514,4.972753629,4.626853204,0.345900425,2.975609756,3204,5.411679402,4.80126835,0.610411053,3.76056338
carl,920,4255,4.933800654,4.60903251,0.324768144,2.938535912,2715,5.395736828,4.795872918,0.59986391,3.90647482
carl,933,4048,4.995032255,4.641878274,0.353153981,2.989660266,2938,5.443331548,4.842793817,0.60053773,4.024657534
carl,939,3807,4.97007837,4.615398203,0.354680166,3.154101077,3156,5.439855843,4.833172055,0.606683788,4.14717477
carl,945,4287,4.995699797,4.662141402,0.333558395,3.218468468,3341,5.460085489,4.852315876,0.607769612,4.250636132
carl,948,4155,4.940958454,4.60657928,0.334379173,3.064159292,3279,5.412143054,4.812506808,0.599636247,4.10387985
carl,955,3716,5.007344207,4.681716722,0.325627485,2.873936582,3754,5.45868313,4.878265588,0.580417541,4.032223416
carl,963,3464,5.076571454,4.710927643,0.365643811,2.827755102,3819,5.534714831,4.946925588,0.587789243,3.830491474
carl,972,2984,5.089478048,4.736762404,0.352715644,2.820415879,3836,5.471369498,4.923080113,0.548289385,3.83983984
carl,974,3093,5.038097746,4.695589194,0.342508552,2.890654206,3429,5.457867973,4.900260086,0.557607886,3.852808989
carl,980,3573,4.885021538,4.587235673,0.297785865,3.109660574,3267,5.433501513,4.885624911,0.547876602,3.921968788
gail,725,1362,4.799550531,4.612011323,0.187539209,1.513333333,6570,5.50477923,4.914696256,0.590082974,3.398861873
gail,729,1447,4.727701199,4.540534411,0.187166788,1.521556257,5237,5.458391823,4.883626951,0.574764872,3.306186869
gail,738,1167,4.994788697,4.842456648,0.152332048,1.411124547,6076,5.521572412,4.890763412,0.630809,3.442492918
gail,744,1394,4.957801466,4.79601316,0.161788306,1.594965675,4783,5.549827083,4.895929231,0.653897852,3.401849218
gail,751,1375,4.965675497,4.807691738,0.157983759,1.625295508,5251,5.566244181,4.928137753,0.638106429,3.432026144
gail,752,1648,4.830969078,4.634586003,0.196383075,1.762566845,3793,5.501917399,4.906288573,0.595628827,3.508788159
gail,758,1378,4.922873158,4.707812027,0.215061131,1.72465582,5124,5.537068787,4.932827517,0.60424127,3.740145985
gail,763,1482,4.900193944,4.70779957,0.192394375,1.836431227,4330,5.564174224,4.944683059,0.619491166,3.761946134
gail,770,1434,4.936726947,4.746117342,0.190609604,1.817490494,5333,5.595815808,5.003446746,0.592369062,3.650239562
gail,772,1605,4.907573997,4.710465417,0.19710858,1.910714286,3793,5.604458783,5.033153319,0.571305464,3.451319381
gail,782,1658,5.063046203,4.845927386,0.217118817,1.936915888,5053,5.589498277,5.010522972,0.578975304,3.62482066
gail,788,1694,5.075721168,4.812057728,0.263663439,2.043425814,4565,5.586088159,4.987507132,0.598581027,3.675523349
gail,797,1731,4.988864022,4.649307467,0.339556555,1.949324324,5352,5.612477714,5.020990289,0.591487424,3.635869565
gail,799,1757,4.91820239,4.577727783,0.340474606,2.010297483,4934,5.717581571,5.108559313,0.609022257,3.740712661
gail,807,1895,4.995073832,4.702278194,0.292795638,2.02457265,5875,5.714783307,5.114637327,0.60014598,3.870223979
gail,811,1901,5.030827839,4.786785262,0.244042578,2.105204873,5911,5.684762114,5.089620853,0.595141261,4.004742547
gail,818,1758,5.019974818,4.783679697,0.23629512,2.056140351,5864,5.630377932,5.062289832,0.568088099,3.800388853
gail,820,1540,4.962271292,4.687274055,0.274997237,2.095238095,4314,5.566790675,4.995040365,0.57175031,3.604010025
gail,826,1726,5.030263989,4.75548813,0.27477586,2.154806492,4927,5.593999034,5.036753681,0.557245352,3.636162362
gail,828,2046,4.951559117,4.703034532,0.248524585,2.291153415,5144,5.629044871,5.057943997,0.571100874,3.765739385
gail,832,2426,5.034919397,4.767857213,0.267062184,2.409136048,5622,5.643562654,5.072092372,0.571470283,3.718253968
gail,834,2485,4.954461723,4.685900012,0.268561711,2.502517623,4437,5.645633769,5.072392542,0.573241227,3.471830986
gail,842,2269,5.151238893,4.839191148,0.312047746,2.426737968,4117,5.684654702,5.064901826,0.619752876,3.23663522
gail,848,2007,5.137879265,4.804991081,0.332888184,2.325608343,3547,5.690309629,5.060479237,0.629830392,3.233363719
gail,859,1785,5.133674214,4.754060635,0.379613579,2.242462312,4525,5.678078872,5.048881779,0.629197093,3.540688576
gail,861,1967,5.072705341,4.73268864,0.3400167,2.419434194,3843,5.62644021,5.000597457,0.625842753,3.574883721
gail,866,2223,5.199572128,4.883523135,0.316048993,2.405844156,4678,5.649384474,5.021848591,0.627535883,3.736421725
gail,868,2694,5.194143418,4.936994737,0.25714868,2.496756256,3220,5.619434696,4.99674092,0.622693776,3.515283843
gail,873,2682,5.203827136,4.973489392,0.230337745,2.39250669,3883,5.601698793,4.976022118,0.625676675,3.673604541
gail,874,2372,5.110587109,4.88694525,0.22364186,2.403242148,3283,5.621223968,5.019811691,0.601412278,3.412681913
gail,882,1753,5.053183512,4.826490828,0.226692684,2.166872682,4659,5.59394032,4.981315974,0.612624346,3.575594781
gail,891,1641,5.093446723,4.847295415,0.246151309,2.145098039,4105,5.567358753,4.982945585,0.584413168,3.42654424
gail,898,1623,5.107482384,4.837271385,0.270210999,2.11328125,4664,5.586907186,4.990704044,0.596203142,3.571209801
gail,898,1683,5.121293283,4.821179729,0.300113554,2.256032172,3936,5.648343359,5.051385044,0.596958314,3.558770344
gail,905,1538,5.006602342,4.727312142,0.2792902,2.181560284,4455,5.649503623,5.047235107,0.602268516,3.485915493
gail,913,1942,4.901260454,4.657515767,0.243744687,2.32853717,3553,5.596903355,5.002445835,0.594457521,3.358223062
gail,921,2230,5.063849708,4.828207504,0.235642203,2.282497441,3588,5.606672097,5.025521922,0.581150175,3.264786169
gail,923,2524,5.101356582,4.839159817,0.262196764,2.381132075,3041,5.600142012,5.023591129,0.576550883,3.349118943
gail,927,2160,5.257620572,4.980122905,0.277497667,2.236024845,4688,5.670968294,5.042451862,0.628516432,3.653936087
gail,930,1936,5.133598852,4.842782433,0.290816419,2.36097561,3981,5.651357714,5.009368127,0.641989587,3.692949907
gail,935,1661,5.091886061,4.811431247,0.280454814,2.414244186,4358,5.63165867,4.996944168,0.634714502,3.727972626
gail,937,1781,4.872279906,4.574592006,0.297687901,2.642433234,2985,5.528330672,4.955433681,0.572896991,3.419243986
gail,944,1899,4.948559902,4.6169131,0.331646802,2.652234637,3279,5.529963673,4.952115128,0.577848545,3.422755741
gail,948,1899,4.971946325,4.656250767,0.315695558,2.630193906,3082,5.547984252,4.999772954,0.548211298,3.390539054
gail,954,1712,5.100385611,4.801575285,0.298810326,2.449213162,4265,5.614705247,5.069233815,0.545471432,3.431214803
gail,957,1697,5.136710968,4.872575094,0.264135875,2.280913978,4937,5.692850043,5.125329035,0.567521008,3.593158661
gail,966,2026,5.196595924,4.917366243,0.279229681,2.406175772,6211,5.646133788,5.075721433,0.570412355,3.757410768
gail,971,2545,5.268475093,4.922913137,0.345561956,2.684599156,5400,5.636633929,5.05655916,0.580074769,3.792134831
gail,977,2557,5.360961273,4.999738165,0.361223108,2.886004515,6117,5.659247483,5.094560916,0.564686567,3.903637524
gail,980,2371,5.329085033,4.956657229,0.372427804,2.832735962,5055,5.712871886,5.152306422,0.560565464,3.882488479
gail,987,2037,5.153067039,4.867944055,0.285122984,2.673228346,5324,5.700584303,5.131300693,0.56928361,3.819225251
gail,992,2029,5.078394851,4.778298881,0.30009597,2.618064516,3538,5.636227919,5.087241716,0.548986203,3.455078125
gail,999,1658,5.000486808,4.724922432,0.275564375,2.550769231,3592,5.545206467,4.970731478,0.574474989,3.310599078
gail,1001,1640,5.083755275,4.748740875,0.3350144,2.566510172,3271,5.53662839,4.936216337,0.600412053,3.42513089
gail,1012,1604,5.199029745,4.811599738,0.387430007,2.625204583,4890,5.599270076,5.001593012,0.597677064,3.619541081
gail,1016,1698,5.16609926,4.792842375,0.373256885,2.640746501,4652,5.619101056,5.006125795,0.612975261,3.651491366
gail,1026,1743,5.266224009,4.848094227,0.418129781,2.693972179,5029,5.61522934,5.013798735,0.601430605,3.874422188
gail,1027,1619,5.170178845,4.775634862,0.394543983,2.698333333,4062,5.617096781,4.988401202,0.628695579,4.001970443
gail,1032,1984,5.255751166,4.902175677,0.353575489,2.965620329,4461,5.640630712,5.036560118,0.604070595,4.434393638
gail,1035,1950,5.128544392,4.847581742,0.28096265,3.085443038,3816,5.648175058,5.050836955,0.597338103,4.138828633
gail,1044,2136,5.167186296,4.86958026,0.297606036,3.055793991,5559,5.659107937,5.100783546,0.558324391,4.483064516
gail,1051,1866,5.178965259,4.835959028,0.343006231,3.029220779,5221,5.712546979,5.120039419,0.59250756,4.244715447
gail,1061,1877,5.236045916,4.878229373,0.357816543,2.848254932,5809,5.767489215,5.163835469,0.603653746,4.315750371
gail,1063,2065,5.190452594,4.87977443,0.310678164,2.872044506,3776,5.793519811,5.176253319,0.617266493,3.845213849
gail,1067,2412,5.234144054,4.909717631,0.324426423,2.824355972,4822,5.766305924,5.166681421,0.599624503,3.926710098
anne,678,1355,4.78236023,4.571673802,0.210686427,1.527621195,5156,5.376044448,4.907296892,0.468747556,3.548520303
anne,682,1704,4.772168997,4.567469269,0.204699728,1.561869844,5023,5.391307933,4.909613071,0.481694861,3.42633015
anne,690,1884,4.758190277,4.550957785,0.207232492,1.57,5203,5.41916825,4.910734035,0.508434215,3.337395767
anne,694,1730,4.66769916,4.538448142,0.129251018,1.551569507,4976,5.447734049,4.939867752,0.507866298,3.284488449
anne,699,1788,4.512872177,4.416631649,0.096240528,1.569798068,5654,5.498158708,4.980741791,0.517416917,3.281485781
anne,700,1751,4.488880806,4.407320891,0.081559915,1.599086758,6154,5.555144378,5.051500536,0.503643843,3.280383795
anne,704,1871,4.585904679,4.453251942,0.132652737,1.638353765,6276,5.554362608,5.043472349,0.510890259,3.379644588
anne,709,1850,4.648802316,4.500223803,0.148578513,1.651785714,6352,5.531478667,5.03519274,0.496285927,3.46346783
anne,713,1823,4.879269828,4.691553086,0.187716742,1.680184332,6121,5.5849066,5.056341178,0.528565422,3.469954649
anne,714,1788,4.820562112,4.650954167,0.169607945,1.666356011,6231,5.544546777,5.037010655,0.507536122,3.520338983
anne,725,1749,4.99249301,4.791122306,0.201370704,1.736842105,6176,5.577371449,5.04097299,0.536398459,3.639363583
anne,735,1777,4.857140136,4.630487823,0.226652313,1.816973415,6381,5.511926795,4.99022038,0.521706414,3.832432432
anne,745,1856,4.88474073,4.656148336,0.228592395,1.869083585,6631,5.525527994,5.018141448,0.507386546,3.866472303
anne,746,1935,4.826961371,4.622923717,0.204037654,1.925373134,6524,5.533304645,5.024761261,0.508543384,3.941993958
