"child_loq causes mother_loq" "mother_loq causes child_loq" "child_loq causes mother_lex" "mother_lex causes child_loq" "child_loq causes mother_inf" "mother_inf causes child_loq" "child_loq causes mother_syn" "mother_syn causes child_loq" "child_lex causes mother_loq" "mother_loq causes child_lex" "child_lex causes mother_lex" "mother_lex causes child_lex" "child_lex causes mother_inf" "mother_inf causes child_lex" "child_lex causes mother_syn" "mother_syn causes child_lex" "child_inf causes mother_loq" "mother_loq causes child_inf" "child_inf causes mother_lex" "mother_lex causes child_inf" "child_inf causes mother_inf" "mother_inf causes child_inf" "child_inf causes mother_syn" "mother_syn causes child_inf" "child_syn causes mother_loq" "mother_loq causes child_syn" "child_syn causes mother_lex" "mother_lex causes child_syn" "child_syn causes mother_inf" "mother_inf causes child_syn" "child_syn causes mother_syn" "mother_syn causes child_syn" "child_loq causes child_lex" "child_lex causes child_loq" "child_loq causes child_inf" "child_inf causes child_loq" "child_loq causes child_syn" "child_syn causes child_loq" "child_lex causes child_inf" "child_inf causes child_lex" "child_lex causes child_syn" "child_syn causes child_lex" "child_inf causes child_syn" "child_syn causes child_inf"
"fdr_p_values" "0.0000000000000000000000" "0.0000000000000000000000" "0.8000000000000000444089" "0.0000000000000000000000" "0.4292682926829268774682" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.6139534883720930702466" "0.0000000000000000000000" "0.2666666666666666074548" "0.0000000000000000000000" "0.4292682926829268774682" "0.2666666666666666074548" "0.4292682926829268774682" "0.0000000000000000000000" "0.4292682926829268774682" "0.0000000000000000000000" "0.6139534883720930702466" "0.0000000000000000000000" "0.2666666666666666074548" "0.4292682926829268774682" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.2666666666666666074548" "0.4292682926829268774682" "0.4292682926829268774682" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.4292682926829268774682" "0.0000000000000000000000"
