"child_loq causes mother_loq" "mother_loq causes child_loq" "child_loq causes mother_lex" "mother_lex causes child_loq" "child_loq causes mother_inf" "mother_inf causes child_loq" "child_loq causes mother_syn" "mother_syn causes child_loq" "child_lex causes mother_loq" "mother_loq causes child_lex" "child_lex causes mother_lex" "mother_lex causes child_lex" "child_lex causes mother_inf" "mother_inf causes child_lex" "child_lex causes mother_syn" "mother_syn causes child_lex" "child_inf causes mother_loq" "mother_loq causes child_inf" "child_inf causes mother_lex" "mother_lex causes child_inf" "child_inf causes mother_inf" "mother_inf causes child_inf" "child_inf causes mother_syn" "mother_syn causes child_inf" "child_syn causes mother_loq" "mother_loq causes child_syn" "child_syn causes mother_lex" "mother_lex causes child_syn" "child_syn causes mother_inf" "mother_inf causes child_syn" "child_syn causes mother_syn" "mother_syn causes child_syn" "child_loq causes child_lex" "child_lex causes child_loq" "child_loq causes child_inf" "child_inf causes child_loq" "child_loq causes child_syn" "child_syn causes child_loq" "child_lex causes child_inf" "child_inf causes child_lex" "child_lex causes child_syn" "child_syn causes child_lex" "child_inf causes child_syn" "child_syn causes child_inf"
"p_values" "0.0000000000000000000000" "0.0000000000000000000000" "0.8000000000000000444089" "0.0000000000000000000000" "0.4000000000000000222045" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.5999999999999999777955" "0.0000000000000000000000" "0.1999999999999999555911" "0.0000000000000000000000" "0.4000000000000000222045" "0.1999999999999999555911" "0.4000000000000000222045" "0.0000000000000000000000" "0.4000000000000000222045" "0.0000000000000000000000" "0.5999999999999999777955" "0.0000000000000000000000" "0.1999999999999999555911" "0.4000000000000000222045" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.1999999999999999555911" "0.4000000000000000222045" "0.4000000000000000222045" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.0000000000000000000000" "0.4000000000000000222045" "0.0000000000000000000000"
