 Child Age N.child H.child.S H.child Schild N.mother H.mother.S H.mother Smother
252 lior 959.752671152 2524 4.80028661 5.16323228232 3.40416666667 4707.0 5.20130616642 5.75507537012 5.46674445741
253 lior 972.647009619 2388 4.7484792047 5.14143288489 3.76097560976 4396.0 5.0893530063 5.63820465661 5.48933500627
254 lior 984.909732728 1980 4.72458614823 5.17372721953 3.39609236234 3494.0 5.00056541841 5.55881922536 5.21621621622
255 lior 998.686137072 1281 4.76415374157 5.1066662231 2.99033816425 2583.0 4.9627776665 5.43278341113 5.50646551724
256 lior 1087.88902292 2484 4.68189066347 5.13192614229 4.04849498328 3235.0 5.11484958822 5.64331362236 5.28712871287
257 lior 1105.2548121 2179 4.64364398153 5.0248036893 4.23353293413 3002.0 5.09543795602 5.57156857795 5.58724202627
258 lior 1118.4367052 3457 4.87051206866 5.37757218952 4.80681818182 3722.0 5.24966782817 5.80551960596 5.21800281294
259 lior 1197.68664752 2783 4.97840220899 5.49071089219 4.20737327189 3428.0 5.24381476728 5.76559874673 5.06203840473
211 smadar 530.578125 1021 4.06016471273 4.14712239548 1.98252427184 1679.0 4.49848558128 4.84351839282 3.03260869565
212 smadar 548.220796759 1478 4.47671427815 4.59724989869 2.10541310541 2030.0 4.68687236134 5.11089401259 2.8356741573
213 smadar 555.944558522 1458 4.49160178653 4.63003735594 2.23124042879 1728.0 4.68620859012 5.1424139137 2.68808777429
214 smadar 575.041748206 1530 4.67330443805 4.80470222738 2.34976887519 1816.0 4.7681194745 5.33778132026 3.14808362369
215 smadar 596.712295082 1217 4.62773489735 4.77755123678 2.31417624521 1978.0 4.83139380303 5.3396411224 3.65249537893
216 smadar 636.402838428 1829 4.85248377137 5.09960153215 2.77777777778 2390.0 4.94018080833 5.48647636479 3.8224
217 smadar 683.069565217 2067 4.81553544449 5.15243091605 3.25848142165 2165.0 4.94147408008 5.48054287554 3.83658969805
218 smadar 709.08552388 2698 4.84231459774 5.2537913378 3.54655870445 2416.0 4.96464895992 5.5613689578 3.80252764613
219 smadar 725.452544704 2905 4.82938354377 5.24717201411 3.57788944724 2557.0 4.96767606013 5.51728511869 3.62054208274
220 smadar 745.682704811 3073 4.96919453695 5.39931635943 3.6080760095 2711.0 4.95984179092 5.48245322743 3.3675
221 smadar 764.410612761 3163 4.9454649763 5.34959524174 3.83760683761 2275.0 4.87285206609 5.34497931286 3.07336956522
222 smadar 785.136052397 3356 4.90597014123 5.3079661805 4.03510895884 2199.0 4.86382393458 5.34930576684 3.03739612188
223 smadar 800.333616539 3528 4.90154037848 5.3387210999 4.51612903226 1769.0 4.85014704725 5.32517751353 2.99660441426
224 smadar 815.767728124 3734 5.02903179366 5.5011459711 4.68567807351 1875.0 4.90463836369 5.42550484849 3.28521126761
225 smadar 827.901463763 2798 5.03022509883 5.4997484331 4.79411764706 1429.0 4.86037140536 5.37037231057 3.47317073171
